Genotype,Fieldplot,Replicate,FOV,image_name,index,label,stoma_area,x_center,y_center,width,length,angle,ellipse_area,R2,length_width_ratio,note
Z019E0047,496,3,3,496_leaf3_3,66,496_leaf3_3.tif_66,787.3535156,380.37334,8.900993166,23.59728614,42.67763134,3.054154261,790.9558594,0.758712689,1.808582186,edge
Z019E0047,496,3,4,496_leaf3_4,1,496_leaf3_4.tif_1,899.6582031,477.5202696,249.2466402,23.6255014,48.62287149,3.074507497,902.2180648,0.648797952,2.058067284,0
Z019E0047,496,3,4,496_leaf3_4,2,496_leaf3_4.tif_2,804.4433594,161.1450461,466.3442997,22.66396441,45.55194182,2.900301508,810.8353157,0.462098617,2.009884105,0
Z019E0047,496,3,4,496_leaf3_4,3,496_leaf3_4.tif_3,748.2910156,124.2146508,363.2656317,20.69443138,46.37237629,0.068620246,753.7073153,0.708191526,2.240814229,0
Z019E0047,496,3,4,496_leaf3_4,4,496_leaf3_4.tif_4,899.6582031,375.7514354,450.8772109,23.98804523,47.88402316,3.057878489,902.1429771,0.808031577,1.99616195,0
Z019E0047,496,3,4,496_leaf3_4,5,496_leaf3_4.tif_5,848.3886719,413.7755025,250.1719449,23.70366345,45.66023642,3.105943278,850.0481167,0.749163646,1.926294495,0
Z019E0047,496,3,4,496_leaf3_4,6,496_leaf3_4.tif_6,838.6230469,51.2665644,476.635962,24.49457617,43.70756775,2.964282534,840.845976,0.796201976,1.784377384,0
Z019E0047,496,3,4,496_leaf3_4,7,496_leaf3_4.tif_7,740.9667969,173.9287838,22.70918096,24.34845126,38.86128019,3.124013459,743.1531565,0.593915227,1.596047312,0
Z019E0047,496,3,4,496_leaf3_4,8,496_leaf3_4.tif_8,753.1738281,380.771118,159.3184035,23.06559194,41.63997416,0.027143779,754.3361783,0.74376484,1.805285304,0
Z019E0047,496,3,4,496_leaf3_4,9,496_leaf3_4.tif_9,465.0878906,487.5242612,57.71116676,18.98675423,31.40645344,3.093051786,468.3381185,0.765229412,1.6541244,0
Z019E0047,496,3,4,496_leaf3_4,10,496_leaf3_4.tif_10,931.3964844,327.2050924,26.94267459,25.50201158,46.53372403,2.962660391,932.0348037,0.759937081,1.824707979,0
Z019E0047,496,3,4,496_leaf3_4,11,496_leaf3_4.tif_11,623.7792969,302.9324498,327.2211723,20.4246076,39.02725069,0.125109272,626.0536632,0.786874044,1.910795618,0
Z019E0047,496,3,4,496_leaf3_4,12,496_leaf3_4.tif_12,975.3417969,299.4314441,255.9754192,26.76348921,46.45126934,3.03015402,976.4054618,0.828332268,1.735620829,0
Z019E0047,496,3,4,496_leaf3_4,13,496_leaf3_4.tif_13,667.7246094,407.5926091,130.2571195,25.79181292,33.00440667,3.037475504,668.5650679,0.747015563,1.279646637,0
Z019E0047,496,3,4,496_leaf3_4,14,496_leaf3_4.tif_14,543.2128906,403.1601946,358.0529816,21.7144999,32.16832547,0.10472482,548.6156184,0.6294887,1.481421429,0
Z019E0047,496,3,4,496_leaf3_4,15,496_leaf3_4.tif_15,721.4355469,445.1854402,160.8935772,22.46826204,41.19607313,0.07557119,726.967812,0.668221729,1.833522907,0
Z019E0047,496,3,4,496_leaf3_4,16,496_leaf3_4.tif_16,899.6582031,189.3920078,253.4572879,25.3127577,45.35391557,3.098703203,901.6627549,0.808944343,1.791741386,0
Z019E0047,496,3,4,496_leaf3_4,17,496_leaf3_4.tif_17,650.6347656,493.2630203,379.4805857,21.0650975,39.39350488,3.061533168,651.7454037,0.554036455,1.870084147,0
Z019E0047,496,3,4,496_leaf3_4,18,496_leaf3_4.tif_18,843.5058594,223.9210709,50.11860466,23.22743548,46.28668623,0.019337162,844.3980731,0.731791752,1.992759221,0
Z019E0047,496,3,4,496_leaf3_4,19,496_leaf3_4.tif_19,401.6113281,6.955781866,361.2204024,21.85443573,24.06098553,3.115662341,412.9931906,0.348790149,1.100965764,edge
Z019E0047,496,3,4,496_leaf3_4,20,496_leaf3_4.tif_20,677.4902344,499.3670406,456.6983467,21.30797285,41.14863486,3.023022123,688.6323928,0.300903719,1.931137943,edge
Z019E0047,496,3,4,496_leaf3_4,21,496_leaf3_4.tif_21,887.4511719,243.1062349,256.8851141,26.17422693,43.31731035,3.020519836,890.4821687,0.847727051,1.654960449,0
Z019E0047,496,3,4,496_leaf3_4,22,496_leaf3_4.tif_22,635.9863281,366.5943795,313.226097,23.5928856,34.43248928,0.029657655,638.0274505,0.862013358,1.459443744,0
Z019E0047,496,3,4,496_leaf3_4,23,496_leaf3_4.tif_23,809.3261719,95.00889888,149.643892,22.66343495,45.6697896,0.055120101,812.914043,0.806145357,2.015130967,0
Z019E0047,496,3,4,496_leaf3_4,24,496_leaf3_4.tif_24,401.6113281,499.4871645,27.14657693,15.42792072,33.84124564,0.112977225,410.0564241,0.48052567,2.193506582,noise
Z019E0047,496,3,4,496_leaf3_4,25,496_leaf3_4.tif_25,745.8496094,220.0238347,466.2998969,21.18653218,45.40333039,0.001747146,755.5052184,0.449372821,2.143027939,0
Z019E0047,496,3,4,496_leaf3_4,26,496_leaf3_4.tif_26,811.7675781,81.35422114,248.2146248,24.28106477,42.79229245,3.108429984,816.0620119,0.771244023,1.762372979,0
Z019E0047,496,3,4,496_leaf3_4,27,496_leaf3_4.tif_27,699.4628906,402.7031609,316.3289642,23.7116743,37.83385907,0.104390597,704.5839468,0.659075005,1.595579401,0
Z019E0047,496,3,4,496_leaf3_4,28,496_leaf3_4.tif_28,777.5878906,325.0475911,158.0919976,23.34551922,42.51325619,3.133012122,779.5029959,0.742004904,1.821045648,0
Z019E0047,496,3,4,496_leaf3_4,29,496_leaf3_4.tif_29,357.6660156,506.4495974,481.9817719,19.55929882,24.5509892,2.980490223,377.1483034,-0.777384481,1.255208043,edge
Z019E0047,496,3,4,496_leaf3_4,30,496_leaf3_4.tif_30,753.1738281,124.1726131,18.23181417,24.94353716,38.51666596,0.038467701,754.5649148,0.735143704,1.544154132,0
Z019E0047,496,3,4,496_leaf3_4,31,496_leaf3_4.tif_31,220.9472656,508.3197961,139.3550981,17.85744564,16.47451007,0.43555494,231.0583811,0.026672968,0.922556921,edge
Z019E0047,496,3,4,496_leaf3_4,32,496_leaf3_4.tif_32,833.7402344,105.2424309,471.1970854,23.20096694,45.87763168,2.981994958,835.9820588,0.774387876,1.977401709,0
Z019E0047,496,3,4,496_leaf3_4,33,496_leaf3_4.tif_33,733.6425781,277.7610536,470.1168882,20.8046987,44.9911676,3.107993168,735.1544256,0.783267587,2.162548386,0
Z019E0047,496,3,4,496_leaf3_4,34,496_leaf3_4.tif_34,257.5683594,7.568750949,5.560461204,12.11940242,28.52830972,3.071772783,271.5483251,-0.906064032,2.353936996,edge
Z019E0047,496,3,4,496_leaf3_4,35,496_leaf3_4.tif_35,848.3886719,157.5488792,152.8974561,24.04010845,45.17893542,0.030229538,853.0260558,0.837248938,1.879314959,0
Z019E0047,496,3,4,496_leaf3_4,36,496_leaf3_4.tif_36,274.6582031,5.780516923,475.3187266,17.18680866,20.96733784,0.381951842,283.0273573,0.194448458,1.219966909,edge
Z019E0047,496,3,4,496_leaf3_4,37,496_leaf3_4.tif_37,885.0097656,184.149812,364.8965411,23.45933838,48.06403375,0.022077605,885.576038,0.737317321,2.048823073,0
Z019E0047,496,3,4,496_leaf3_4,38,496_leaf3_4.tif_38,738.5253906,89.90596489,40.65791492,21.93752717,42.99977917,0.127361842,740.8730177,0.779300441,1.960101466,0
Z019E0047,496,3,4,496_leaf3_4,39,496_leaf3_4.tif_39,740.9667969,438.4373264,19.18050182,21.86462568,43.50217546,0.054157341,747.0383611,0.688733146,1.989614461,0
Z019E0047,496,3,4,496_leaf3_4,40,496_leaf3_4.tif_40,650.6347656,274.1299059,347.5587643,21.95938841,37.8459933,0.007394386,652.7246739,0.821927494,1.723453887,0
Z019E0047,496,3,4,496_leaf3_4,41,496_leaf3_4.tif_41,675.0488281,441.9107825,46.91708095,22.6487905,38.014438,0.012584811,676.2129293,0.741651056,1.678431261,0
Z019E0047,496,3,4,496_leaf3_4,42,496_leaf3_4.tif_42,626.2207031,346.4125699,333.6192687,19.02033614,42.06493803,0.059907881,628.3886361,0.680948028,2.211577005,0
Z019E0047,496,3,4,496_leaf3_4,43,496_leaf3_4.tif_43,748.2910156,36.29908161,33.00115007,23.01232403,41.42415203,0.11850958,748.6933727,0.776954815,1.800085553,0
Z019E0047,496,3,4,496_leaf3_4,44,496_leaf3_4.tif_44,697.0214844,215.9486107,156.0140214,23.32019883,38.05121857,0.03810853,696.9324716,0.798851069,1.631684998,0
Z019E0047,496,3,4,496_leaf3_4,45,496_leaf3_4.tif_45,733.6425781,338.3291756,474.6409706,22.21481423,42.26678176,0.1335342,737.4485884,0.757704186,1.902639442,0
Z019E0047,496,3,4,496_leaf3_4,46,496_leaf3_4.tif_46,845.9472656,467.7700667,333.1203042,23.74832147,45.50471283,3.045866001,848.74881,0.686461143,1.91612333,0
Z019E0047,496,3,4,496_leaf3_4,47,496_leaf3_4.tif_47,711.6699219,373.8538903,381.5019647,20.49583133,44.22945413,0.09899277,711.9786969,0.493988371,2.157973171,0
Z019E0047,496,3,4,496_leaf3_4,48,496_leaf3_4.tif_48,694.5800781,382.45186,19.55622512,21.21190153,41.82779455,2.969462756,696.8422108,0.827568861,1.971902165,0
Z019E0047,496,3,4,496_leaf3_4,49,496_leaf3_4.tif_49,887.4511719,258.9403268,440.7249766,25.82691035,43.95621535,3.141077168,891.6258044,0.684520555,1.701954076,0
Z019E0047,496,3,4,496_leaf3_4,50,496_leaf3_4.tif_50,809.3261719,36.01002812,149.3279188,21.87883611,47.28078257,0.001314322,812.4539464,0.654745575,2.161028235,0
Z019E0047,496,3,4,496_leaf3_4,51,496_leaf3_4.tif_51,667.7246094,106.0588029,340.0194719,19.9834219,42.6588491,0.030719066,669.528199,0.768110436,2.134711929,0
Z019E0047,496,3,4,496_leaf3_4,52,496_leaf3_4.tif_52,711.6699219,160.1659789,340.4887186,22.36987607,40.59718561,3.096654902,713.2624921,0.820015518,1.814814954,0
Z019E0047,496,3,4,496_leaf3_4,53,496_leaf3_4.tif_53,836.1816406,393.6135832,476.013425,23.43615726,45.46300629,3.041225304,836.8245938,0.775619458,1.93986607,0
Z019E0047,496,3,4,496_leaf3_4,54,496_leaf3_4.tif_54,736.0839844,392.0867091,44.97397049,22.99092985,40.90991047,3.064217494,738.7116477,0.816971615,1.779393471,0
Z019E0047,496,3,4,496_leaf3_4,55,496_leaf3_4.tif_55,682.3730469,218.09807,21.97388705,23.23473185,37.49050932,0.021292491,684.1461489,0.734734415,1.613554637,0
Z019E0047,496,3,4,496_leaf3_4,56,496_leaf3_4.tif_56,780.0292969,273.9869894,28.60707251,24.57670644,40.41817353,3.111843933,780.1717987,0.727010411,1.644572418,0
Z019E0047,496,3,4,496_leaf3_4,57,496_leaf3_4.tif_57,677.4902344,440.4802171,454.1804194,18.9744126,45.70879939,0.042257982,681.173957,0.448918969,2.408970457,0
Z019E0047,496,3,4,496_leaf3_4,58,496_leaf3_4.tif_58,806.8847656,29.93227491,249.6185092,22.55920871,45.78332166,3.042489615,811.1871118,0.794139869,2.029473739,0
Z019E0047,496,3,4,496_leaf3_4,59,496_leaf3_4.tif_59,780.0292969,44.052467,337.4310688,20.75964217,48.27044053,0.013078893,787.0294924,0.611823557,2.325205808,0
Z019E0047,496,3,4,496_leaf3_4,60,496_leaf3_4.tif_60,704.3457031,313.9478558,374.1498414,19.06980107,47.1864672,0.179943789,706.7299679,0.544245373,2.474407941,0
Z019E0047,496,3,4,496_leaf3_4,61,496_leaf3_4.tif_61,809.3261719,355.1137697,251.5193174,21.89017715,47.41049045,3.014156161,815.1050906,0.804924445,2.165834024,0
Z019E0047,496,3,4,496_leaf3_4,62,496_leaf3_4.tif_62,697.0214844,75.42928314,11.21273789,21.82468123,40.71592421,0.220105689,697.9142852,0.809582737,1.865590786,0
Z019E0047,496,3,4,496_leaf3_4,63,496_leaf3_4.tif_63,914.3066406,131.1795408,252.0866953,27.10436464,43.12018549,3.04674516,917.9303579,0.857715244,1.590894532,0
Z019E0047,496,3,4,496_leaf3_4,64,496_leaf3_4.tif_64,770.2636719,58.24346614,360.1007244,20.44262857,48.10965233,3.140726877,772.4294752,0.516225224,2.353398544,0
Z019E0047,496,3,4,496_leaf3_4,65,496_leaf3_4.tif_65,716.5527344,319.9276423,445.7103508,22.19233906,41.17649055,0.069016129,717.6989149,0.631828362,1.855437159,0
Z019E0047,496,3,4,496_leaf3_4,66,496_leaf3_4.tif_66,670.1660156,452.7486994,480.5652038,18.4435549,46.33722508,0.014425455,671.2194559,0.665045281,2.512380359,0
Z019E0047,496,3,4,496_leaf3_4,67,496_leaf3_4.tif_67,806.8847656,242.9071267,368.8562564,20.63582935,50.01434348,0.128502249,810.5995933,0.698238452,2.423665297,0
Z019E0047,496,3,4,496_leaf3_4,68,496_leaf3_4.tif_68,513.9160156,437.9656541,380.8131533,17.2187399,38.27117414,0.003498036,517.5627759,0.658202731,2.222646626,0
Z019E0047,496,3,4,496_leaf3_4,69,496_leaf3_4.tif_69,709.2285156,488.7092045,168.1712681,23.36767527,38.70018519,3.039002863,710.2617605,0.719378838,1.65614186,0
Z019E0047,496,3,4,496_leaf3_4,70,496_leaf3_4.tif_70,589.5996094,221.5383661,321.8106014,21.94992061,34.32962233,0.046156765,591.8230296,0.789770743,1.563997563,0
Z019E0047,496,3,4,496_leaf3_4,71,496_leaf3_4.tif_71,748.2910156,144.3170525,47.30281658,22.33653665,42.83784237,0.075491809,751.5074755,0.818991922,1.917837266,0
Z019E0047,496,3,4,496_leaf3_4,72,496_leaf3_4.tif_72,682.3730469,475.0745446,357.9157391,20.57287143,42.37600136,3.020733204,684.7069991,0.831474178,2.059800038,0
Z019E0047,496,3,4,496_leaf3_4,73,496_leaf3_4.tif_73,787.3535156,266.3726477,159.9057194,23.27574264,43.03964943,0.058074474,786.7960178,0.817786154,1.849120352,0
Z019E0047,496,3,5,496_leaf3_5,1,496_leaf3_5.tif_1,794.6777344,215.9945193,266.8184614,23.79850713,42.70017478,3.125315689,798.1219387,0.787160739,1.794237535,0
Z019E0047,496,3,5,496_leaf3_5,2,496_leaf3_5.tif_2,985.1074219,243.879602,41.59277519,25.1317931,50.15409091,3.105664223,989.964725,0.699230221,1.995643157,0
Z019E0047,496,3,5,496_leaf3_5,3,496_leaf3_5.tif_3,828.8574219,84.3306791,167.3768642,25.0805784,42.2845657,3.036332687,832.9315324,0.845848611,1.685948587,0
Z019E0047,496,3,5,496_leaf3_5,4,496_leaf3_5.tif_4,701.9042969,468.6468328,370.8090493,22.27730237,40.30881812,0.052658005,705.2653471,0.58928734,1.809411994,0
Z019E0047,496,3,5,496_leaf3_5,5,496_leaf3_5.tif_5,772.7050781,71.0300611,38.29435938,22.77464003,43.53616413,0.038083989,778.7383532,0.630460028,1.911607124,0
Z019E0047,496,3,5,496_leaf3_5,6,496_leaf3_5.tif_6,626.2207031,206.5568749,388.3364456,19.48961333,41.14017654,0.011738626,629.7370645,0.793092147,2.110877001,0
Z019E0047,496,3,5,496_leaf3_5,7,496_leaf3_5.tif_7,697.0214844,210.1785583,504.030166,21.35738889,41.94199956,3.108948458,703.5373658,0.631007152,1.963816822,0
Z019E0047,496,3,5,496_leaf3_5,8,496_leaf3_5.tif_8,753.1738281,172.0528848,143.5125413,25.34470589,38.04791473,2.942806027,757.3698229,0.764320857,1.501217449,0
Z019E0047,496,3,5,496_leaf3_5,9,496_leaf3_5.tif_9,726.3183594,446.4712309,395.8510715,23.55296112,39.35358867,0.027781693,727.980487,0.760013716,1.670855247,0
Z019E0047,496,3,5,496_leaf3_5,10,496_leaf3_5.tif_10,653.0761719,128.6406661,364.4245048,22.70304597,36.795079,0.023447005,656.0905003,0.837751205,1.620711118,0
Z019E0047,496,3,5,496_leaf3_5,11,496_leaf3_5.tif_11,589.5996094,476.1369372,333.1332019,18.49799372,40.79687104,0.053100224,592.7087857,0.672038851,2.20547545,0
Z019E0047,496,3,5,496_leaf3_5,12,496_leaf3_5.tif_12,936.2792969,36.19314855,66.51296726,26.3415699,45.8490973,3.107248565,948.5545797,0.638073304,1.740560547,0
Z019E0047,496,3,5,496_leaf3_5,13,496_leaf3_5.tif_13,716.5527344,156.2698719,390.8878401,23.30129323,39.18563348,0.113192061,717.1281633,0.698327221,1.681693505,0
Z019E0047,496,3,5,496_leaf3_5,14,496_leaf3_5.tif_14,526.1230469,431.2362394,506.565794,17.9591529,37.9135137,3.129899175,534.7733601,-0.267932324,2.111096994,edge
Z019E0047,496,3,5,496_leaf3_5,15,496_leaf3_5.tif_15,662.8417969,341.6998807,274.6991666,23.28440013,36.62456853,3.139902709,669.772716,0.72409365,1.572923001,0
Z019E0047,496,3,5,496_leaf3_5,16,496_leaf3_5.tif_16,645.7519531,505.0652879,61.9461683,28.04016415,30.581127,2.776744063,673.4787844,-1.003367115,1.090618687,edge
Z019E0047,496,3,5,496_leaf3_5,17,496_leaf3_5.tif_17,716.5527344,330.5551691,364.8503175,20.82247197,44.02106058,0.003272827,719.9173978,0.744916875,2.114113091,0
Z019E0047,496,3,5,496_leaf3_5,18,496_leaf3_5.tif_18,677.4902344,415.1894481,480.9167038,20.8846866,41.52877796,0.026939467,681.1880108,0.776462321,1.988479825,0
Z019E0047,496,3,5,496_leaf3_5,19,496_leaf3_5.tif_19,599.3652344,378.6916395,275.2615477,20.86279818,36.87130645,3.037489331,604.1586034,0.7349814,1.767323162,0
Z019E0047,496,3,5,496_leaf3_5,20,496_leaf3_5.tif_20,806.8847656,277.9871357,75.73993175,22.43518882,46.17971778,0.106409232,813.7123075,0.522207113,2.058361004,0
Z019E0047,496,3,5,496_leaf3_5,21,496_leaf3_5.tif_21,577.3925781,419.8969068,275.144111,20.16239628,36.58934798,2.988536661,579.4109494,0.691157676,1.814732112,0
Z019E0047,496,3,5,496_leaf3_5,22,496_leaf3_5.tif_22,755.6152344,344.8119266,183.530363,25.95924415,37.27608929,0.008250225,759.9976822,0.844337631,1.435946635,0
Z019E0047,496,3,5,496_leaf3_5,23,496_leaf3_5.tif_23,728.7597656,438.7987763,188.025185,23.00587423,40.49276061,2.960880805,731.6544337,0.833191191,1.760105276,0
Z019E0047,496,3,5,496_leaf3_5,24,496_leaf3_5.tif_24,753.1738281,74.03941891,503.1358531,22.16132356,44.03023492,0.01130709,766.366617,0.302926248,1.986805292,0
Z019E0047,496,3,5,496_leaf3_5,25,496_leaf3_5.tif_25,723.8769531,117.6688539,37.81354846,22.62402862,41.2350368,3.094581302,732.70003,0.592598633,1.822621315,0
Z019E0047,496,3,5,496_leaf3_5,26,496_leaf3_5.tif_26,489.5019531,201.5836271,346.8560336,18.86459084,33.27375516,0.108880874,492.9911103,0.723171263,1.763820664,0
Z019E0047,496,3,5,496_leaf3_5,27,496_leaf3_5.tif_27,614.0136719,460.9130538,274.7153412,19.33886049,40.79047105,3.11442831,619.5544523,0.71069844,2.109248943,0
Z019E0047,496,3,5,496_leaf3_5,28,496_leaf3_5.tif_28,731.2011719,298.9127431,180.5412377,25.35839827,36.87342659,3.122933907,734.3873671,0.823745764,1.454091312,0
Z019E0047,496,3,5,496_leaf3_5,29,496_leaf3_5.tif_29,689.6972656,160.0808336,263.9399721,20.93050148,42.17042329,3.086438082,693.2302022,0.797280342,2.014783226,0
Z019E0047,496,3,5,496_leaf3_5,30,496_leaf3_5.tif_30,670.1660156,305.1319172,274.4737692,22.85807495,37.53346311,3.110086207,673.8266311,0.785140183,1.642022051,0
Z019E0047,496,3,5,496_leaf3_5,31,496_leaf3_5.tif_31,589.5996094,503.6843465,279.8731353,22.70546441,34.27737271,3.079947281,611.262562,-0.271537738,1.509653011,edge
Z019E0047,496,3,5,496_leaf3_5,32,496_leaf3_5.tif_32,469.9707031,9.332772796,473.7870099,22.86001412,26.97842054,0.302677009,484.3763116,-0.242742998,1.180157649,0
Z019E0047,496,3,5,496_leaf3_5,33,496_leaf3_5.tif_33,823.9746094,237.5589468,363.4649323,25.92495314,40.6066456,0.040605063,826.8085835,0.799343719,1.566315101,0
Z019E0047,496,3,5,496_leaf3_5,34,496_leaf3_5.tif_34,848.3886719,442.8258829,61.39288432,24.4622839,44.16605549,3.075088817,848.5462084,0.769415875,1.80547555,0
Z019E0047,496,3,5,496_leaf3_5,35,496_leaf3_5.tif_35,767.8222656,135.6178702,474.3170218,20.97322652,46.81445059,3.123884345,771.143247,0.663639288,2.232105324,0
Z019E0047,496,3,5,496_leaf3_5,36,496_leaf3_5.tif_36,701.9042969,141.4841141,503.5589396,21.74539051,41.60451459,3.007147392,710.5547581,0.370364547,1.913256723,0
Z019E0047,496,3,5,496_leaf3_5,37,496_leaf3_5.tif_37,286.8652344,5.341698812,379.4034892,21.30249985,17.87403148,2.506902317,299.0494244,-0.266495726,0.839057933,edge
Z019E0047,496,3,5,496_leaf3_5,38,496_leaf3_5.tif_38,672.6074219,35.55287298,168.0004133,20.25729959,42.6897211,2.999607637,679.1954219,0.657858118,2.107374723,0
Z019E0047,496,3,5,496_leaf3_5,39,496_leaf3_5.tif_39,850.8300781,209.5773465,472.8303502,21.02761898,52.01165267,0.043908116,858.9752178,0.425592365,2.473492254,0
Z019E0047,496,3,5,496_leaf3_5,40,496_leaf3_5.tif_40,301.5136719,485.4517295,4.159885309,13.25361089,29.57055648,0.058519235,307.8106167,0.185304267,2.231132083,edge
Z019E0047,496,3,5,496_leaf3_5,41,496_leaf3_5.tif_41,765.3808594,282.7305619,365.8364694,22.33593651,43.93124852,3.131299263,770.6684746,0.477957859,1.966841574,0
Z019E0047,496,3,5,496_leaf3_5,42,496_leaf3_5.tif_42,701.9042969,485.7419589,191.8272282,23.08955841,38.91196215,2.962587161,705.6488518,0.82954832,1.685262293,0
Z019E0047,496,3,5,496_leaf3_5,43,496_leaf3_5.tif_43,618.8964844,379.230276,366.664075,19.18174837,41.38566173,3.124001743,623.4878209,0.623478628,2.157554199,0
Z019E0047,496,3,5,496_leaf3_5,44,496_leaf3_5.tif_44,491.9433594,360.4202937,478.6105315,14.69755505,43.13643249,0.079433841,497.9425073,-0.653551534,2.934939337,0
Z019E0047,496,3,5,496_leaf3_5,45,496_leaf3_5.tif_45,345.4589844,331.6126506,506.2787995,14.02428718,32.14954195,0.095456046,354.1159327,-0.517829613,2.292418969,0
Z019E0047,496,3,5,496_leaf3_5,46,496_leaf3_5.tif_46,433.3496094,345.7474108,129.2870901,25.91556979,21.49780348,0.73017651,437.5671718,0.763791327,0.829532349,0
Z019E0047,496,3,5,496_leaf3_5,47,496_leaf3_5.tif_47,684.8144531,266.9978895,271.4028305,23.2958965,37.85501362,3.091104897,692.6163133,0.723871445,1.624964878,0
Z019E0047,496,3,5,496_leaf3_5,48,496_leaf3_5.tif_48,177.0019531,4.198561802,11.41264665,14.38650058,16.22778779,1.754000797,183.3599022,0.281959566,1.12798715,edge
Z019E0047,496,3,5,496_leaf3_5,49,496_leaf3_5.tif_49,311.2792969,39.22766286,358.9909166,14.73491449,27.35566671,0.05032027,316.5809697,0.595497717,1.856520222,0
Z019E0047,496,3,5,496_leaf3_5,50,496_leaf3_5.tif_50,648.1933594,292.8710744,475.9509576,20.09025414,41.64164348,3.107270313,657.0571921,-0.003703268,2.072728557,0
Z019E0047,496,3,5,496_leaf3_5,51,496_leaf3_5.tif_51,633.5449219,99.37773777,343.2457382,21.37075549,38.13987049,0.107622701,640.1606438,0.568248064,1.784675816,0
Z019E0047,496,3,5,496_leaf3_5,52,496_leaf3_5.tif_52,909.4238281,340.7990481,80.55043952,24.81547179,46.74349051,3.08277088,911.031844,0.726505863,1.883643031,0
Z019E0047,496,3,5,496_leaf3_5,53,496_leaf3_5.tif_53,626.2207031,344.2717832,389.0398685,19.73352508,40.599549,0.030978056,629.2391887,0.543595353,2.057389587,0
Z019E0047,496,3,5,496_leaf3_5,54,496_leaf3_5.tif_54,814.2089844,29.78686464,258.4826198,25.6125358,40.65694958,3.098631901,817.856766,0.766669279,1.587384783,0
Z019E0047,496,3,5,496_leaf3_5,55,496_leaf3_5.tif_55,858.1542969,205.8389649,174.1314148,23.7319599,46.19241442,3.102272193,860.9821548,0.818266592,1.946422234,0
Z019E0047,496,3,5,496_leaf3_5,56,496_leaf3_5.tif_56,880.1269531,193.6894284,70.71497033,22.03191484,51.14179216,0.021706862,884.9486446,0.774548618,2.321259525,0
Z019E0047,496,3,5,496_leaf3_5,57,496_leaf3_5.tif_57,780.0292969,394.2439968,186.011604,23.68288495,42.05923654,0.068342106,782.3225912,0.839311058,1.775933829,0
Z019E0047,496,3,5,496_leaf3_5,58,496_leaf3_5.tif_58,662.8417969,425.3568823,368.5743898,22.7634957,37.25817021,3.089810686,666.1167578,0.799163148,1.636750818,0
Z019E0047,496,3,5,496_leaf3_5,59,496_leaf3_5.tif_59,660.4003906,111.9880331,262.6737375,19.82030572,42.81186435,0.013805124,666.4450876,0.583023139,2.160000202,0
Z019E0047,496,3,5,496_leaf3_5,60,496_leaf3_5.tif_60,599.3652344,72.33560106,260.1976109,21.31660222,36.09349333,3.087679185,604.2779956,0.791932044,1.693210436,0
Z019E0047,496,3,5,496_leaf3_5,61,496_leaf3_5.tif_61,611.5722656,176.457195,286.9672604,21.97358148,35.75963829,0.039506172,617.1402143,0.707655121,1.627392345,0
Z019E0047,496,3,5,496_leaf3_5,62,496_leaf3_5.tif_62,577.3925781,176.3825248,365.9501597,21.06098741,35.11594558,0.045093057,580.8620151,0.851042702,1.667345642,0
Z019E0047,496,3,5,496_leaf3_5,63,496_leaf3_5.tif_63,589.5996094,473.8073188,482.7668196,18.53996368,40.59028967,0.033215861,591.0454945,0.343368867,2.189340301,0
Z019E0047,496,3,5,496_leaf3_5,64,496_leaf3_5.tif_64,582.2753906,53.59423786,383.3678291,20.41441195,36.62141605,3.076743841,587.1673375,0.580868287,1.79390012,0
Z019E0047,496,3,5,496_leaf3_5,65,496_leaf3_5.tif_65,887.4511719,472.5088222,91.13466852,26.26277632,42.99673368,0.036364551,886.8822867,0.770618108,1.637173967,0
Z019E0047,496,3,5,496_leaf3_5,66,496_leaf3_5.tif_66,794.6777344,101.8072448,388.3652829,23.58802289,43.06855673,0.086859262,797.8876452,0.685040912,1.82586548,0
Z019E0047,496,3,5,496_leaf3_5,67,496_leaf3_5.tif_67,850.8300781,67.96415704,474.0252275,24.89895496,44.03804877,3.086525921,861.1901802,0.600140829,1.768670566,0
Z019E0047,496,3,5,496_leaf3_5,68,496_leaf3_5.tif_68,892.3339844,400.2757406,86.19965448,23.61706922,48.26059723,0.061465976,895.1763004,0.794739988,2.043462582,0
Z019E0047,496,3,5,496_leaf3_5,69,496_leaf3_5.tif_69,775.1464844,253.5925606,177.0419539,23.33929287,42.45503134,0.079609739,778.2278004,0.765207373,1.819036746,0
Z019E0047,496,3,5,496_leaf3_5,70,496_leaf3_5.tif_70,826.4160156,124.2018704,67.06369304,21.02957947,50.282143,3.11561608,830.4896958,0.801911275,2.3910199,0
Z019E0047,496,3,5,496_leaf3_5,71,496_leaf3_5.tif_71,672.6074219,492.3622776,397.4694149,21.9136387,39.21738201,0.051283983,674.967679,0.559524116,1.789633504,0
Z019E0047,496,3,5,496_leaf3_5,72,496_leaf3_5.tif_72,775.1464844,135.0354794,174.0422675,21.41734646,46.44648834,0.008484712,781.2830955,0.736666101,2.168638791,0
Z019E0047,496,3,5,496_leaf3_5,73,496_leaf3_5.tif_73,804.4433594,395.0695476,394.4244866,24.55363828,41.73665766,0.042059509,804.865667,0.827406833,1.699815611,0
Z019E0047,496,4,1,496_leaf4_1,1,496_leaf4_1.tif_1,787.3535156,479.7089514,240.4395548,20.81525353,48.2612524,0.161575002,788.9875937,0.690846641,2.318552225,0
